final_id,macro_genspecies,tol_int,tol_char,tol_p_int,tol_n_int,ffg,reference,prevnames,final_tsn,final_id.y,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,org_id
amphinemura,amphinemura_sp.,3,intolerant,,,shredder,"83,114","",102540,amphinemura,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,"","",nemouridae,amphinemurinae,"","",amphinemura,"","","",
amphinemura_wui,amphinemura_wui,3,intolerant,,,shredder,54,"",102543,amphinemura_wui,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,"","",nemouridae,amphinemurinae,"","",amphinemura,"",amphinemura_wui,"",
anacaena,anacaena_sp.,5,facultative,,,gatherer,"83,123","",112878,anacaena,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,staphyliniformia,hydrophiloidea,hydrophilidae,hydrophilinae,anacaenini,"",anacaena,"","","",
anax_longipes,anax_longipes,7,facultative,,,predator,"","",101599,anax_longipes,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,anisoptera,"","",aeshnidae,"","","",anax,"",anax_longipes,"",
anchytarsus_bicolor,anchytarsus_bicolor,3,intolerant,,,shredder,19,"",114668,anchytarsus_bicolor,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,ptilodactylidae,anchytarsinae,"","",anchytarsus,"",anchytarsus_bicolor,"",
ancyronyx,ancyronyx_sp.,5,facultative,,,gatherer,19,"",114193,ancyronyx,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,ancyronychini,"",ancyronyx,"","","",
ancyronyx_variegatus,ancyronyx_variegatus,5,facultative,,,gatherer,19,"",114194,ancyronyx_variegatus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,ancyronychini,"",ancyronyx,"",ancyronyx_variegatus,"",
anodonta_implicata,anodonta_implicata,6,facultative,,,filterer,"116,83,3","",983774,pyganodon_implicata,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,palaeoheterodonta,"","",unionoida,"","",unionoidea,unionidae,unioninae,alasmidontini,"",pyganodon,"",pyganodon_implicata,"",
anodonta,anodonta_sp.,6,facultative,,,filterer,"116,83,3","",79930,anodonta,animalia,bilateria,protostomia,lophozoa,mollusca,"",bivalvia,palaeoheterodonta,"","",unionoida,"","",unionoidea,unionidae,unioninae,anodontini,"",anodonta,"","","",
anopheles,anopheles_sp.,8,tolerant,,,filterer,83,"",125956,anopheles,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",culicidae,anophelinae,"","",anopheles,"","","",
anthopotamus,anthopotamus_sp.,4,intolerant,4,5,gatherer,"83,73",potamanthus_sp.,568559,anthopotamus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,furcatergalia,scapphodonta,potamanthoidea,potamanthidae,"","","",anthopotamus,"","","",
anthopotamus_verticis,anthopotamus_verticus,4,intolerant,,,gatherer,"72,73",potamanthus_verticus,609662,anthopotamus_verticis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,furcatergalia,scapphodonta,potamanthoidea,potamanthidae,"","","",anthopotamus,"",anthopotamus_verticis,"",
antocha,antocha_sp.,3,intolerant,8,6,gatherer,"83,25","",119656,antocha,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,limoniini,"",antocha,"","","",
antocha,antocha_sp._1,3,intolerant,,,gatherer,"83,25","",119656,antocha,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,limoniini,"",antocha,"","","",
antocha,antocha_sp._2,3,intolerant,,,gatherer,"83,25","",119656,antocha,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,"",tipulidae,limoniinae,limoniini,"",antocha,"","","",
apatania,apatania_sp.,3,intolerant,3,4,scraper,125,"",115935,apatania,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",limnephiloidea,apataniidae,apataniinae,apataniini,"",apatania,"","","",
apedilum,apedilum_sp.,,"",,,filterer,36,"",206655,apedilum,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,chironominae,chironomini,"",apedilum,"","","",
apsectrotanypus_johnsoni,apsectrotanypus_johnsoni,7,facultative,,,predator,"92,36",apsectrotanypus_sp.,128024,apsectrotanypus_johnsoni,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",chironomidae,tanypodinae,macropelopiini,"",apsectrotanypus,"",apsectrotanypus_johnsoni,"",
arcteonais_lomondi,arcteonais_lomondi,6,facultative,,,gatherer,"18,83","",68976,arcteonais_lomondi,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",arcteonais,"",arcteonais_lomondi,"",
arcteonais,arcteonais_sp.,6,facultative,,,gatherer,"18,83","",68975,arcteonais,animalia,bilateria,protostomia,lophozoa,annelida,"",clitellata,tubificata,"","",tubificida,"","","",naididae,naidinae,"","",arcteonais,"","","",
arctopsyche_ladogensis,arctopsyche_ladogensis,1,intolerant,,,filterer,"125,83","",115534,arctopsyche_ladogensis,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,arctopsychinae,"","",arctopsyche,"",arctopsyche_ladogensis,"",
arctopsyche,arctopsyche_sp.,1,intolerant,,,filterer,"125,83","",115529,arctopsyche,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,"","",hydropsychoidea,hydropsychidae,arctopsychinae,"","",arctopsyche,"","","",
argia_moesta,argia_moesta,6,facultative,,,predator,"83,122","",102146,argia_moesta,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,zygoptera,"","",coenagrionidae,"","","",argia,"",argia_moesta,"",
argia,argia_sp.,6,facultative,,,predator,"83,122","",102139,argia,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",odonata,zygoptera,"","",coenagrionidae,"","","",argia,"","","",
arrenurus,arrenurus_sp.,6,facultative,,,predator,108,"",82864,arrenurus,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,"",acariformes,trombidiformes,prostigmata,"",arrenuroidea,arrenuridae,"","","",arrenurus,"","","",
atherix,atherix_sp.,4,intolerant,8,5,predator,117,"",130929,atherix,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,tabanomorpha,"",athericidae,"","","",atherix,"","","",
atractides,atractides_sp.,6,facultative,,,predator,108,"",83282,atractides,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,"",acariformes,trombidiformes,prostigmata,"",hygrobatoidea,hygrobatidae,"","","",atractides,"","","",
atrichopogon,atrichopogon_sp.,6,facultative,,,predator,83,"",127113,atrichopogon,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,"",ceratopogonidae,forcipomyiinae,"","",atrichopogon,"","","",
attenella_attenuata,attenella_attenuata,1,intolerant,,,gatherer,2,"",101340,attenella_attenuata,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,"",ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,"","","",attenella,"",attenella_attenuata,"",
